timestamp,video_id,title,views,likes,comments
2025-07-03 12:18:01,7Q26SrP6_E4,"철권왕의 귀환, 무릎 다시 한번 세계대회 EVO를 제패하다 [무릎의철권TV]",875972,0,2612
2025-07-03 12:18:01,14dHl4_CB2I,밥이 무한리필이라는 도쿄 가성비 넷카페 생존기 - 일본(5),225627,4806,430
2025-07-03 12:18:01,HGlTNFk2Y14,디저트 카페 드디어 오픈했습니다 🎉| 퇴근 없는 디저트 카페 사장 브이로그,17296,0,31
2025-07-03 12:18:01,oVsHn9Ce0dA,"""아무 말도 하지마!"" 상펠다운 탈출을 위해 이상호 자아를 없애버리는 버돌..!",346955,2006,339
2025-07-03 12:18:01,1xynQd5dzco,공70 크리븐 결국 구매했습니다..!!,286503,1016,240
2025-07-03 12:18:01,rLNNzAtLP_I,나니행동,525336,2995,360
2025-07-03 12:18:01,i_n86mWNhUs,소리가 예술인 실키젬 크리스탈 캔디 먹방! 리얼사운드 Edible Crystals (Silky Gem Crystal Candy) ASMR,133208,2391,382
2025-07-03 12:18:01,8qgt2_sWzQI,다시 만났습니다. 파카 VS 전략적죽음 *40분 레전드게임*,209775,1886,241
2025-07-03 12:18:01,666t-v9vBOc,,0,0,0
2025-07-03 12:18:01,GkIEvs8uFvc,승천 중독,185482,1106,118
2025-07-03 12:18:01,R7bhswXsAoE,"충격적인 0:3 패배 후 상대한테 벽을 제대로 느낀 알파고, 다시 한번 상대한테 복수하기 위해 도전해 보는데?ㄷㄷ",293212,2613,297
2025-07-03 12:18:01,R0OlmSBe8oQ,마스터 300점 구간에서 만난 의문의 원딜 고수,330539,2082,167
2025-07-03 12:18:01,JvQNcUl64jY,"“아니 이런 게 어딨...” 지석진, 굴욕적인 쓰봉 패션★",17793,268,23
2025-07-03 12:18:01,2cmXoKiWla8,GEN vs RRQ - VCT 퍼시픽 - 스테이지1 - 플레이오프 - 결승전,394226,2911,52
2025-07-03 12:18:01,h7yQTaNYUns,공짜로 베인 7마리를 주네? ㅋㅋㅋㅋㅋㅋㅋ,197546,1020,43
2025-07-03 12:18:01,CzhcZISCV60,복부인 여보가 뭐라해서 ㅜㅜ 양장피 군만두 돈까스 먹방 mukbang,8190,0,0
2025-07-03 12:18:01,DfGpDqHCwks,세계에서 가장 기괴한 숙소를 찾아서 - 영국(끝),925858,14742,1212
2025-07-03 12:18:01,KEsgoWXkUDE,(속보) 태국 현대차 공장 강제 철거! 연봉 3배 더 달라고 협박하던 태국 노동자들 선넘은 상황,7510,528,17
2025-07-03 12:18:01,yoLaV_oPuU8,딸의 한국 신혼집을 처음 보시고 바로 여기 살고 싶다는 독일 장인장모님..,588857,22565,353
2025-07-03 12:18:01,s1-6DIlQ2mY,[UFC] 다니엘 산토스 vs 이정영,850502,6850,3688
2025-07-03 12:18:01,vkqZdSLtons,Learn Korean grammar 조사 particle 한국어배우기 한국어문법 #Korean #한국어학원 #한국어 #韓國語 #고양이 #cat,3355,3,0
2025-07-03 12:18:01,NwF92y8uuj8,외노자들의 충격적인 한국살이 이야기 (타스만 차박) - 양양 (상),558231,12228,1297
